source	target	source_id	target_id
periodic insertion of emissive surface	periodic surfaces	G01J 2005/526	periodic_surfaces
handheld	handheld	G01J 3/0272	handheld
colour matching	color matching	G01J 3/463	color_matching
means for wavelength selection or discrimination	wavelength selection	G01J 5/0801	wavelength_selection
optical filters	optical filters	G01J 5/0802	optical_filters
optical filters	optical filter	G01J 5/0802	optical_filter
notch filters	notch filter	G01J 5/08021	notch_filter
notch filters	notch filters	G01J 5/08021	notch_filters
waveguides	circular waveguides	G01J 5/0818	circular_waveguides
optical fibres	optical fiber	G01J 5/0821	optical_fiber
optical fibres	optical fibers	G01J 5/0821	optical_fibers
testing	testability	G01K 15/007	testability
electrical time domain reflectometry	time domain reflectometry	G01K 2007/166	time_domain_reflectometry
electrical time domain reflectometry	time domain reflectometry %28tdr%29	G01K 2007/166	time_domain_reflectometry_%28tdr%29
selection of composition of the components of the system	component selection	G01K 5/66	component_selection
gearings; transmission mechanisms	gear transmissions	G01M 13/02	gear_transmissions
laser ablation; microwave vaporisation	laser ablation	G01N 2001/045	laser_ablation
timing devices	timing devices	G01N 2001/2297	timing_devices
solvent extraction	sentence extraction	G01N 2001/4061	sentence_extraction
optical analysis of particle in droplet	particle optics	G01N 2015/1481	particle_optics
windows	windows ce	G01N 2021/0389	windows_ce
remote sensing	remote sensing images	G01N 2021/1793	remote_sensing_images
remote sensing	remote sensing satellites	G01N 2021/1793	remote_sensing_satellites
remote sensing	remote sensing image classification	G01N 2021/1793	remote_sensing_image_classification
remote sensing	remote sensing image	G01N 2021/1793	remote_sensing_image
remote sensing	remote sensing imagery	G01N 2021/1793	remote_sensing_imagery
remote sensing	multi-temporal remote sensing	G01N 2021/1793	multi-temporal_remote_sensing
spectrometric ellipsometry	spectroscopic ellipsometry	G01N 2021/213	spectroscopic_ellipsometry
open path with an instrumental source	open source system	G01N 2021/3513	open_source_system
diode laser	diode lasers	G01N 2021/399	diode_lasers
backscatter	backscatter	G01N 2021/4709	backscatter
backscatter	backscattering coefficients	G01N 2021/4709	backscattering_coefficients
backscatter	rayleigh backscattering	G01N 2021/4709	rayleigh_backscattering
backscatter	backscatter coefficients	G01N 2021/4709	backscatter_coefficients
backscatter	backscattering coefficient	G01N 2021/4709	backscattering_coefficient
backscatter	backscattering	G01N 2021/4709	backscattering
geometry	local geometry	G01N 2021/4752	local_geometry
geometry	geometry	G01N 2021/4752	geometry
speckle	speckle	G01N 2021/479	speckle
angular discrimination	angular rate	G01N 2021/6465	angular_rate
optical fibres	optical fiber	G01N 2021/6484	optical_fiber
optical fibres	optical fibers	G01N 2021/6484	optical_fibers
index	index structure	G01N 2021/7776	index_structure
metal	metal insulator boundaries	G01N 2021/8918	metal_insulator_boundaries
metal	metal working tools	G01N 2021/8918	metal_working_tools
inclusions	differential inclusions	G01N 2021/8925	differential_inclusions
defects in a structured web	defected ground structures	G01N 2021/8927	defected_ground_structures
extraction	embedding capacity	G01N 2030/009	embedding_capacity
standards	h.264 standards	G01N 2030/042	h.264_standards
electrical detectors {electrical conductivity detectors}	electric conductors	G01N 2030/645	electric_conductors
monitoring a process 	process monitoring	G01N 2035/00227	process_monitoring
microwaves	microwaves	G01N 2035/00405	microwaves
other radiation	radiation characteristics	G01N 2035/00415	radiation_characteristics
transmission	gear transmissions	G01N 2035/0482	gear_transmissions
ellipsometry 	ellipsometry	G01N 21/211	ellipsometry
holographic interferometry 	holographic interferometry	G01N 21/453	holographic_interferometry
diffraction 	diffraction patterns	G01N 21/4788	diffraction_patterns
atomic fluorescence; laser induced fluorescence	laser induced fluorescence detection	G01N 21/6402	laser_induced_fluorescence_detection
visual inspection 	visual inspection	G01N 21/8803	visual_inspection
laser diodes	diode lasers	G01N 2201/0612	diode_lasers
refractive parts	refractive index changes	G01N 2201/0638	refractive_index_changes
multiple paths; optimisable path length	multiple paths	G01N 2201/0668	multiple_paths
pulsed	pulse amplifiers	G01N 2201/0696	pulse_amplifiers
pulsed lasers	pulsed lasers	G01N 2201/0697	pulsed_lasers
pulsed lasers	pulsed laser	G01N 2201/0697	pulsed_laser
fibre array at source, distributing	distributed source coding	G01N 2201/0826	distributed_source_coding
using optically integrated constructions	integrated optics	G01N 2201/0873	integrated_optics
correction signals for interfering gases	interfering signals	G01N 2201/1215	interfering_signals
thresholding	thresholding	G01N 2201/1247	thresholding
impulsive	impulsive systems	G01N 2203/001	impulsive_systems
compressibility	compressible navier-stokes equations	G01N 2203/0085	compressible_navier-stokes_equations
temperature	temperature monitoring	G01N 2203/0222	temperature_monitoring
other environments	known environments	G01N 2203/0236	known_environments
other environments	work environments	G01N 2203/0236	work_environments
inert	inertial sensor	G01N 2203/0238	inertial_sensor
image analysis	document image analysis	G01N 2203/0647	document_image_analysis
image analysis	image analysis	G01N 2203/0647	image_analysis
time or frequency	time-frequency methods	G01N 2203/0688	time-frequency_methods
time or frequency	time frequencies	G01N 2203/0688	time_frequencies
temperature	temperature monitoring	G01N 2203/0694	temperature_monitoring
x-ray	x-ray intensifying screens	G01N 2223/1016	x-ray_intensifying_screens
imaging	unmixing	G01N 2223/40	unmixing
imaging image processing	image processing	G01N 2223/401	image_processing
imaging computed tomograph	x-ray computed tomography	G01N 2223/419	x-ray_computed_tomography
detectors	detectivity	G01N 2223/50	detectivity
detectors array	detector arrays	G01N 2223/501	detector_arrays
detectors pin-diode	pin diode	G01N 2223/504	pin_diode
impedance	electric impedance	G01N 2291/018	electric_impedance
impedance	impedance bandwidth	G01N 2291/018	impedance_bandwidth
impedance	electric impedance tomography	G01N 2291/018	electric_impedance_tomography
impedance	impedance bandwidths	G01N 2291/018	impedance_bandwidths
temperature	temperature monitoring	G01N 2291/02881	temperature_monitoring
hafnia 	hafnium compounds	G01N 2333/275	hafnium_compounds
rare earth chelates	rare earth ions	G01N 2458/40	rare_earth_ions
systems	c-systems	G01N 27/416	c-systems
imaging	3d imaging	G01N 29/0654	3d_imaging
neural networks	neural network	G01N 29/4481	neural_network
neural networks	back propagation neural networks	G01N 29/4481	back_propagation_neural_networks
neural networks	back-propagation neural network	G01N 29/4481	back-propagation_neural_network
neural networks	neural network model	G01N 29/4481	neural_network_model
neural networks	artificial neural network	G01N 29/4481	artificial_neural_network
neural networks	back-propagation neural networks	G01N 29/4481	back-propagation_neural_networks
neural networks	artificial neural networks	G01N 29/4481	artificial_neural_networks
neural networks	neural networks	G01N 29/4481	neural_networks
temperature	temperature monitoring	G01N 30/54	temperature_monitoring
capillaries	fused-silica capillaries	G01N 30/6078	fused-silica_capillaries
signal analysis	signal analysis	G01N 30/86	signal_analysis
differentiation	genetic structure	G01N 30/861	genetic_structure
differentiation	population differentiation	G01N 30/861	population_differentiation
peak quality criteria	software quality criteria	G01N 30/8634	software_quality_criteria
baseline	multi-baseline	G01N 30/8641	multi-baseline
inverse chromatography	inverse matrix	G01N 30/89	inverse_matrix
application of the sorbent layer	application layer multicast	G01N 30/93	application_layer_multicast
defects	software defects	G01N 33/2045	software_defects
textiles	smart textiles	G01N 33/36	smart_textiles
glass	glass lasers	G01N 33/386	glass_lasers
glass	viscous flow	G01N 33/386	viscous_flow
devices	facts devices	G01N 33/726	facts_devices
spectrum analysis; fourier analysis	fourier analysis	G01R 23/16	fourier_analysis
probes	probability	G01R 27/2676	probability
measuring pulse width	pulse width	G01R 29/023	pulse_width
ber [bit error rate] test	bit error rate	G01R 31/3171	bit_error_rate
ber [bit error rate] test	ber	G01R 31/3171	ber
test pattern generators	test pattern generator	G01R 31/31813	test_pattern_generator
test pattern generators	test pattern	G01R 31/31813	test_pattern
simulation 	simulation example	G01R 31/318357	simulation_example
simulation 	system level simulation	G01R 31/318357	system_level_simulation
simulation 	simulation and measurement	G01R 31/318357	simulation_and_measurement
simulation 	full-system simulation	G01R 31/318357	full-system_simulation
test of combinational circuits	combinational circuits	G01R 31/318502	combinational_circuits
test of programmable logic devices [plds]	programmable logic device	G01R 31/318516	programmable_logic_device
test of field programmable gate arrays [fpga]	fpga	G01R 31/318519	fpga
test of sequential circuits 	sequential circuits	G01R 31/318522	sequential_circuits
control logic	control parameters	G01R 31/318555	control_parameters
power distribution; power saving	power distribution network	G01R 31/318575	power_distribution_network
delay testing	delay testing	G01R 31/31858	delay_testing
design for test	design for testability	G01R 31/318583	design_for_testability
built-in tests	built-in self-test	G01R 31/3187	built-in_self-test
timing generation or clock distribution 	clock distribution	G01R 31/31922	clock_distribution
timing generation or clock distribution 	distributed generation system	G01R 31/31922	distributed_generation_system
testing of solder joints	soldered joints	G01R 31/71	soldered_joints
helmholtz coils	helmholtz equation	G01R 33/34061	helmholtz_equation
rf power amplifiers	doherty power amplifier	G01R 33/3614	doherty_power_amplifier
compensation of inhomogeneities	intensity inhomogeneity	G01R 33/387	intensity_inhomogeneity
nmr spectroscopy	sound spectrography	G01R 33/46	sound_spectrography
diffusion imaging	diffusion tensor imaging %28dti%29	G01R 33/56341	diffusion_tensor_imaging_%28dti%29
perfusion imaging	perfusion weighted imaging	G01R 33/56366	perfusion_weighted_imaging
transmitters	transmitters	G01S 1/042	transmitters
transmitters	transmitters	G01S 1/7032	transmitters
transmitters	transmitters	G01S 1/75	transmitters
multiple target tracking	target tracking	G01S 13/726	target_tracking
multiple target tracking	multiple target tracking	G01S 13/726	multiple_target_tracking
combination of radar systems with cameras	radar systems	G01S 13/867	radar_systems
pattern recognition for feature extraction	syntactic pattern recognition	G01S 13/9027	syntactic_pattern_recognition
polarimetric features in sar	polarimetric sar	G01S 13/9076	polarimetric_sar
side-looking sonar using synthetic aperture techniques	synthetic aperture sonar	G01S 15/8904	synthetic_aperture_sonar
three dimensional imaging systems	three dimensional imaging	G01S 15/8993	three_dimensional_imaging
power consumption	low-power consumption	G01S 19/34	low-power_consumption
radar with phased array antenna	phased array radar	G01S 2013/0245	phased_array_radar
indoor pedestrian positioning	indoor positioning systems	G01S 2201/025	indoor_positioning_systems
indoor pedestrian positioning	indoor positioning	G01S 2201/025	indoor_positioning
automatic tracking systems	automatic tracking	G01S 3/325	automatic_tracking
solar tracking systems	tracking system	G01S 3/7861	tracking_system
t.v. type tracking systems	tracking systems	G01S 3/7864	tracking_systems
diversity systems specially adapted for direction finding	radio direction finding systems	G01S 3/8003	radio_direction_finding_systems
transmission from base station to mobile station 	mobile base station	G01S 5/0045	mobile_base_station
transmission between base stations	base stations	G01S 5/0081	base_stations
detecting state or type of motion	motion detection	G01S 5/017	motion_detection
energy consumption	energy consumption model	G01S 5/019	energy_consumption_model
energy consumption	low energy consumption	G01S 5/019	low_energy_consumption
interference	light interference	G01S 5/0215	light_interference
transmitters	transmitters	G01S 5/0226	transmitters
transmitters	transmitters	G01S 7/282	transmitters
coherent receivers	non-coherent receivers	G01S 7/288	non-coherent_receivers
antenna boresight	antenna design	G01S 7/4026	antenna_design
transmitters	transmitters	G01S 7/484	transmitters
transmitters	transmitters	G01S 7/4911	transmitters
diversity systems	diversity systems	G01S 7/52015	diversity_systems
cathode ray tube displays	cathode ray tubes	G01S 7/52057	cathode_ray_tubes
transmitters	transmitters	G01S 7/524	transmitters
scintillation chambers	scintillation index	G01T 5/08	scintillation_index
multi-component geophones	multicomponent signals	G01V 1/184	multicomponent_signals
hydrophones	hydrophones	G01V 1/186	hydrophones
hydrophones	hydrophone	G01V 1/186	hydrophone
travel times	travel time prediction	G01V 1/305	travel_time_prediction
data acquisition	information acquisition	G01V 1/46	information_acquisition
processing data	optical data processing	G01V 1/48	optical_data_processing
quality control	software quality control	G01V 2200/14	software_quality_control
air	radio receivers	G01V 2210/1291	radio_receivers
land surface	landmine detection	G01V 2210/1295	landmine_detection
signal detection	signal detection	G01V 2210/14	signal_detection
air	radio	G01V 2210/1421	radio
land surface	landmine detection	G01V 2210/1425	landmine_detection
radon transform	radon transforms	G01V 2210/244	radon_transforms
radon transform	radon transform	G01V 2210/244	radon_transform
noise reduction	noise reduction methods	G01V 2210/32	noise_reduction_methods
noise reduction	denoising methods	G01V 2210/32	denoising_methods
noise reduction	image denoising	G01V 2210/32	image_denoising
noise reduction	signal denoising	G01V 2210/32	signal_denoising
noise reduction	noise reduction	G01V 2210/32	noise_reduction
noise reduction	noise reduction algorithms	G01V 2210/32	noise_reduction_algorithms
noise reduction	image denoising methods	G01V 2210/32	image_denoising_methods
noise reduction	image denoising algorithm	G01V 2210/32	image_denoising_algorithm
noise reduction	noise reductions	G01V 2210/32	noise_reductions
noise reduction	image de-noising	G01V 2210/32	image_de-noising
noise estimation	noise estimation	G01V 2210/34	noise_estimation
spectral	bandwidth	G01V 2210/43	bandwidth
radon transform	radon transforms	G01V 2210/46	radon_transforms
radon transform	radon transform	G01V 2210/46	radon_transform
dispersion	chromatic dispersion	G01V 2210/582	chromatic_dispersion
electromagnetic	electromagnetic	G01V 2210/6163	electromagnetic
electromagnetic	electromagnetic %28em%29	G01V 2210/6163	electromagnetic_%28em%29
impedance	electric impedance tomography	G01V 2210/6226	electric_impedance_tomography
impedance	impedance bandwidths	G01V 2210/6226	impedance_bandwidths
impedance	impedance bandwidth	G01V 2210/6226	impedance_bandwidth
impedance	electric impedance	G01V 2210/6226	electric_impedance
finite-element; finite-difference	finite-difference time-domain	G01V 2210/673	finite-difference_time-domain
finite-element; finite-difference	finite difference technique	G01V 2210/673	finite_difference_technique
prospecting	telluric prospecting	G01V 8/02	telluric_prospecting
meteorology	eddies	G01W 	eddies
meteorology	eddy	G01W 1/00	eddy
glass 	glass lasers	G02B 2006/12038	glass_lasers
glass 	viscous flow	G02B 2006/12038	viscous_flow
silicon	(100) silicon	G02B 2006/12061	%28100%29_silicon
gallium arsenide or alloys 	aluminum gallium arsenide	G02B 2006/12078	aluminum_gallium_arsenide
rare earths	rare earths	G02B 2006/1208	rare_earths
rare earths	rare earth	G02B 2006/1208	rare_earth
graded	graded index	G02B 2006/12095	graded_index
grating	grating	G02B 2006/12107	grating
fibre	fiber cores	G02B 2006/12111	fiber_cores
laser	femto-second laser	G02B 2006/12121	femto-second_laser
laser	laser produced plasmas	G02B 2006/12121	laser_produced_plasmas
laser	vertical cavity surface emitting laser	G02B 2006/12121	vertical_cavity_surface_emitting_laser
laser	laser plasma	G02B 2006/12121	laser_plasma
laser	laser beam shaping	G02B 2006/12121	laser_beam_shaping
laser	pulsed lasers	G02B 2006/12121	pulsed_lasers
laser	laser excitation	G02B 2006/12121	laser_excitation
laser	femtosecond laser	G02B 2006/12121	femtosecond_laser
laser	laser doppler vibrometry	G02B 2006/12121	laser_doppler_vibrometry
laser	laser induced damage thresholds	G02B 2006/12121	laser_induced_damage_thresholds
laser	pulsed laser applications	G02B 2006/12121	pulsed_laser_applications
laser	laser induced	G02B 2006/12121	laser_induced
laser	pulsed laser	G02B 2006/12121	pulsed_laser
laser	laser induced fluorescence detection	G02B 2006/12121	laser_induced_fluorescence_detection
laser	vertical-cavity surface emitting laser	G02B 2006/12121	vertical-cavity_surface_emitting_laser
multiple quantum well [mqw]	multiple quantum wells	G02B 2006/12128	multiple_quantum_wells
functions	value functions	G02B 2006/12133	value_functions
functions	value function	G02B 2006/12133	value_function
sensor	force sensors	G02B 2006/12138	force_sensors
sensor	force sensor	G02B 2006/12138	force_sensor
sensor	detector circuits	G02B 2006/12138	detector_circuits
sensor	sensors	G02B 2006/12138	sensors
sensor	sensor	G02B 2006/12138	sensor
multiplexing; demultiplexing	demultiplexing	G02B 2006/12164	demultiplexing
annealing	thermal annealing	G02B 2006/12169	thermal_annealing
annealing	thermal-annealing	G02B 2006/12169	thermal-annealing
annealing	annealing	G02B 2006/12169	annealing
annealing using a laser beam	laser annealing	G02B 2006/12171	laser_annealing
etching	wet etching	G02B 2006/12176	wet_etching
ion implantation	ion implantation	G02B 2006/12188	ion_implantation
splicing	spliceosome	G02B 2006/12192	spliceosome
splicing	spliceosomes	G02B 2006/12192	spliceosomes
splicing	splicing	G02B 2006/12192	splicing
differential detectors	differential detection	G02B 21/247	differential_detection
underwater equipment	underwater vehicle	G02B 23/22	underwater_vehicle
underwater equipment	underwater equipment	G02B 23/22	underwater_equipment
underwater equipment	underwater vehicles	G02B 23/22	underwater_vehicles
phased arrays	phased array	G02B 27/0087	phased_array
phased arrays	phased arrays	G02B 27/0087	phased_arrays
head-up displays	head up displays	G02B 27/01	head_up_displays
fiducial marks and measuring scales within the optical system	optical measurement systems	G02B 27/32	optical_measurement_systems
laser speckle optics	laser speckle	G02B 27/48	laser_speckle
diffraction gratings	diffraction patterns	G02B 5/18	diffraction_patterns
holograms used as optical elements	holographic optical elements	G02B 5/32	holographic_optical_elements
microstructured optical fibre 	micro-structured optical fibers	G02B 6/02295	micro-structured_optical_fibers
microstructured optical fibre 	microstructured fibers	G02B 6/02295	microstructured_fibers
loop resonators	ring resonators	G02B 6/29338	ring_resonators
loop resonators	ring resonator	G02B 6/29338	ring_resonator
electrostatic force 	electrostatic force	G02B 6/357	electrostatic_force
wiring methods or machines	machine learning methods	G02B 6/3612	machine_learning_methods
welding	welding robots	G02B 6/4237	welding_robots
optical cables	optical cables	G02B 6/4401	optical_cables
simultaneous type	simultaneous measurement	G02C 7/042	simultaneous_measurement
electro-optical materials	optical materials	G02F 1/0018	optical_materials
quantum wires	quantum wires	G02F 1/01783	quantum_wires
insulating layers 	insulating layers	G02F 1/133345	insulating_layers
matrix	m-matrix	G02F 1/134336	m-matrix
insulating layers	insulating layers	G02F 1/16756	insulating_layers
mach-zehnder type	mach-zehnder	G02F 1/212	mach-zehnder
fabry-perot type	fabry-perot	G02F 1/213	fabry-perot
multimode interference type	multi-mode interference	G02F 1/217	multi-mode_interference
non-linear optics	phase matching	G02F 1/35	phase_matching
non-linear optics	nonlinear optics	G02F 1/35	nonlinear_optics
non-linear optics	optical phase conjugation	G02F 1/35	optical_phase_conjugation
non-linear optics	non-linear optical	G02F 1/35	non-linear_optical
four-wave interaction for optical phase conjugation 	optical phase conjugation	G02F 1/3538	optical_phase_conjugation
third or higher harmonic generation	harmonic generation	G02F 1/354	harmonic_generation
third or higher harmonic generation	second harmonic generation	G02F 1/354	second_harmonic_generation
particular phase matching techniques	phase matching	G02F 1/3544	phase_matching
crystals	nonlinear crystals	G02F 1/3551	nonlinear_crystals
crystals	crystal whiskers	G02F 1/3551	crystal_whiskers
semiconductor materials, e.g. quantum wells	semiconductor quantum wells	G02F 1/3556	semiconductor_quantum_wells
parametric amplification	parametric amplifiers	G02F 1/392	parametric_amplifiers
all-optical wavelength conversion	wavelength conversion	G02F 2/006	wavelength_conversion
materials and properties semiconductor quantum wells	semiconductor quantum wells	G02F 2202/108	semiconductor_quantum_wells
materials and properties conductive	conductive materials	G02F 2202/16	conductive_materials
metamaterials	metamaterials	G02F 2202/30	metamaterials
metamaterials	metamaterial	G02F 2202/30	metamaterial
gray scale	gray-scale images	G02F 2203/30	gray-scale_images
phase-only modulation	phase-only	G02F 2203/50	phase-only
autofocus systems	autofocus	G03B 13/36	autofocus
bodies	full body	G03B 17/02	full_body
projection screens	projection screens	G03B 21/56	projection_screens
reflector	reflector antenna	G03B 2215/0525	reflector_antenna
reflector	antenna reflectors	G03B 2215/0525	antenna_reflectors
reflector	reflector antennas	G03B 2215/0525	reflector_antennas
magnetic devices	electromagnetic devices	G03B 2217/244	electromagnetic_devices
indium	indium antimonides	G03C 2001/0854	indium_antimonides
dispersion	chromatic dispersion	G03C 2001/7448	chromatic_dispersion
fixing	fixed wings	G03C 2007/428	fixed_wings
process	turning process	G03C 2200/43	turning_process
process	(e ,3e) process	G03C 2200/43	%28e_%2C3e%29_process
temperature	temperature monitoring	G03C 2200/60	temperature_monitoring
safety systems	safety applications	G03D 13/008	safety_applications
frames	frames	G03D 13/12	frames
etching	wet etching	G03F 1/80	wet_etching
testing optical components 	optical testing	G03F 7/70591	optical_testing
position control 	position control	G03F 7/70775	position_control
temperature	temperature monitoring	G03F 7/70875	temperature_monitoring
temperature	temperature monitoring	G03F 7/70891	temperature_monitoring
signal processing	signal processing	G03F 9/7092	signal_processing
signal processing	signal analysis	G03F 9/7092	signal_analysis
signal processing	signal theory	G03F 9/7092	signal_theory
cutting	cutting forces	G03G 15/6523	cutting_forces
cutting	cutting force	G03G 15/6523	cutting_force
original medium	original meshes	G03G 2215/00206	original_meshes
electronically addressable mailing bins	electronic mail	G03G 2215/00907	electronic_mail
laser	laser produced plasmas	G03G 2215/0404	laser_produced_plasmas
laser	vertical cavity surface emitting laser	G03G 2215/0404	vertical_cavity_surface_emitting_laser
laser	laser doppler vibrometry	G03G 2215/0404	laser_doppler_vibrometry
laser	femto-second laser	G03G 2215/0404	femto-second_laser
laser	pulsed lasers	G03G 2215/0404	pulsed_lasers
laser	laser plasma	G03G 2215/0404	laser_plasma
laser	femtosecond laser	G03G 2215/0404	femtosecond_laser
laser	laser induced damage thresholds	G03G 2215/0404	laser_induced_damage_thresholds
laser	laser excitation	G03G 2215/0404	laser_excitation
laser	pulsed laser applications	G03G 2215/0404	pulsed_laser_applications
laser	laser beam shaping	G03G 2215/0404	laser_beam_shaping
laser	laser induced fluorescence detection	G03G 2215/0404	laser_induced_fluorescence_detection
laser	vertical-cavity surface emitting laser	G03G 2215/0404	vertical-cavity_surface_emitting_laser
laser	pulsed laser	G03G 2215/0404	pulsed_laser
laser	laser induced	G03G 2215/0404	laser_induced
electrostatic	electrostatic force	G03G 2221/0073	electrostatic_force
frame structures	structural frames	G03G 2221/1678	structural_frames
oxides	gate oxide	G03G 9/0833	gate_oxide
organic compounds 	synthetic aperture imaging	G03G 9/09733	synthetic_aperture_imaging
synthetic aperture	synthetic apertures	G03H 2001/046	synthetic_apertures
synthetic aperture	synthetic aperture	G03H 2001/046	synthetic_aperture
look up table	look-up table	G03H 2001/0833	look-up_table
look up table	look-up tables	G03H 2001/0833	look-up_tables
look up table	look up table	G03H 2001/0833	look_up_table
2d object	3d objects	G03H 2210/20	3d_objects
3d object	3d object	G03H 2210/30	3d_object
digital representation	document representation	G03H 2210/44	document_representation
moving object	moving object	G03H 2210/62	moving_object
moving object	moving objects	G03H 2210/62	moving_objects
evanescent wave	evanescent wave	G03H 2222/47	evanescent_wave
evanescent wave	evanescent waves	G03H 2222/47	evanescent_waves
diffractive element	diffraction efficiency	G03H 2223/23	diffraction_efficiency
filtering the object information	information filtering	G03H 2223/52	information_filtering
particle beam, e.g. e-beam	particle beam injection	G03H 2224/04	particle_beam_injection
modulation	sigma-delta	G03H 2225/30	sigma-delta
modulation	delta sigma modulation	G03H 2225/30	delta_sigma_modulation
modulation	modulation and coding schemes	G03H 2225/30	modulation_and_coding_schemes
modulation	sigma-delta modulator	G03H 2225/30	sigma-delta_modulator
modulation	sigma delta modulator	G03H 2225/30	sigma_delta_modulator
amplitude only	spectral amplitude	G03H 2225/31	spectral_amplitude
phase only	phase-only	G03H 2225/32	phase-only
means for tracking the observer	mean shift tracking	G03H 2226/05	mean_shift_tracking
phase only modulation	phase modulation	G03H 2240/11	phase_modulation
discrete level	discrete time	G03H 2240/42	discrete_time
diffraction efficiency [de]	diffraction efficiency	G03H 2240/53	diffraction_efficiency
refractive index	refractive index changes	G03H 2240/54	refractive_index_changes
refractive index	refractive index sensor	G03H 2240/54	refractive_index_sensor
time-to-digital converters [tdc] 	time to digital converters	G04F 10/005	time_to_digital_converters
producing acoustic time signals	signal timing	G04G 13/00	signal_timing
transmission of control signals using coded signals 	transmitted signal	G04G 9/0011	transmitted_signal
systems controlled by a computer	computer control systems	G05B 15/00	computer_control_systems
multiprocessor system	multiprocessor-system	G05B 19/0421	multiprocessor-system
multiprocessor system	multiprocessor system	G05B 19/0421	multiprocessor_system
multiprocessor system	multi processor systems	G05B 19/0421	multi_processor_systems
programming the control sequence	sequential programs	G05B 19/0426	sequential_programs
digital interpolation	color interpolation	G05B 19/4103	color_interpolation
plc systems	plc system	G05B 2219/10	plc_system
plc systems	plc	G05B 2219/10	plc
canbus	controller area network	G05B 2219/1136	controller_area_network
canbus	can bus	G05B 2219/1136	can_bus
variable rate of scan	variable bit rate %28vbr%29	G05B 2219/1147	variable_bit_rate_%28vbr%29
subroutine	penalty function	G05B 2219/13005	penalty_function
subroutine	influence function	G05B 2219/13005	influence_function
subroutine	feature function	G05B 2219/13005	feature_function
subroutine	penalty functions	G05B 2219/13005	penalty_functions
